School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
School C,Other,16,Urban,6,Apart,Secondary,Higher,Service,Healthcare,Course,Mother,10,6,3,No,Yes,No,Yes,No,No,No,No,Good,1,2,Medium,Medium,Excellent,13,14,14,19,No
School B,Other,19,Suburban,3,Apart,Secondary,Higher,Education,Business,Reputation,Other,16,5,0,No,No,No,No,No,No,No,No,Very Bad,5,2,High,None,Neutral,3,14,15,10,No
School C,Other,14,Rural,,Apart,Secondary,Higher,Business,Healthcare,Course,Mother,11,9,0,Yes,No,Yes,No,No,Yes,No,Yes,Neutral,,2,Medium,High,Excellent,0,18,13,18,No
School C,Female,15,Suburban,1,Apart,Higher,Primary,Healthcare,Service,Other,Father,4,,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Neutral,3,2,High,High,Bad,1,14,19,14,No
School D,Male,15,Urban,,Apart,Primary,Primary,Business,Unemployed,Home,Other,22,2,0,No,Yes,No,No,No,Yes,No,Yes,Very Bad,1,3,Very High,Low,Good,0,,15,11,No
School A,Female,17,Urban,,Apart,Primary,None,Business,Unemployed,Course,Mother,13,10,1,No,Yes,Yes,No,No,Yes,Yes,No,Excellent,2,5,Low,Medium,Bad,5,16,10,18,No
School B,Female,16,Urban,8,Apart,Secondary,None,Technology,Healthcare,Course,Father,23,,0,Yes,Yes,No,No,Yes,Yes,No,No,Neutral,2,1,Low,Low,Neutral,2,16,,16,No
School D,Female,19,Suburban,1,Together,Primary,Primary,Technology,Business,Course,Father,1,1,0,No,Yes,No,Yes,No,No,Yes,Yes,Excellent,4,3,High,Medium,Very Bad,5,,16,16,No
School B,Other,17,Suburban,4,Together,Higher,Secondary,Technology,Unemployed,Home,Mother,16,3,0,No,No,No,No,No,No,Yes,No,Bad,4,1,None,High,Excellent,6,16,16,9,No
School D,Other,16,Suburban,2,Apart,None,Higher,Service,Education,Home,Other,3,3,0,No,No,No,Yes,Yes,No,Yes,No,Excellent,4,2,Low,Low,Good,2,,13,17,No
School B,Other,13,Urban,5,Together,None,Primary,Technology,Healthcare,Other,Mother,4,6,0,No,No,No,Yes,No,No,Yes,Yes,Bad,2,1,Very High,Very High,Excellent,1,16,19,18,Yes
School D,Other,14,Suburban,5,Together,Higher,Secondary,Education,Service,Reputation,Mother,19,8,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Good,4,3,Low,Medium,Excellent,2,9,9,14,No
School B,Female,18,Urban,6,Apart,Primary,Higher,Technology,Healthcare,Other,Father,14,,0,No,Yes,Yes,No,Yes,Yes,No,No,Excellent,4,5,Medium,None,Good,2,,12,16,No
School D,Other,14,Urban,7,Together,None,None,Service,Healthcare,Other,Father,,3,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Neutral,1,4,High,Very High,Excellent,1,14,10,17,No
School D,Female,15,Rural,3,Together,Primary,None,Education,Service,Reputation,Father,18,3,0,No,No,Yes,No,No,No,No,Yes,Neutral,5,4,None,High,Bad,0,,18,16,No
School C,Male,,Rural,2,Apart,Secondary,Higher,Unemployed,Service,Home,Other,10,1,0,No,Yes,No,No,Yes,Yes,No,No,Very Bad,5,2,Very High,None,Bad,5,17,7,15,No
School D,Male,17,Rural,6,Apart,Secondary,None,Business,Business,Home,Other,12,4,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Good,1,3,None,Medium,Very Bad,0,,17,19,Yes
School D,Other,16,Rural,1,Together,Higher,None,Technology,Education,Reputation,Other,5,0,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Bad,3,3,Medium,Medium,Neutral,0,14,12,11,No
School D,Female,17,Urban,1,Together,Higher,None,Technology,Education,Reputation,Mother,33,6,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Neutral,4,4,None,Low,Excellent,1,14,14,16,No
School A,Other,12,Urban,2,Together,None,Higher,Unemployed,Service,Other,Father,23,7,0,Yes,Yes,No,Yes,No,No,No,No,Very Bad,5,3,Low,High,Neutral,0,16,9,7,No
School C,Male,15,Suburban,8,Together,Higher,Secondary,Healthcare,Technology,Other,Mother,88,4,1,Yes,No,No,No,Yes,No,Yes,Yes,Neutral,3,1,None,None,Excellent,0,17,17,18,No
School D,Male,13,Urban,4,Apart,None,None,Business,Unemployed,Course,Father,20,2,0,No,Yes,No,No,Yes,Yes,Yes,No,Good,1,2,High,High,Neutral,2,12,,8,No
School A,Other,16,Rural,2,Apart,Secondary,Higher,Unemployed,Business,Home,Father,48,4,0,No,No,Yes,No,Yes,Yes,Yes,No,Very Bad,2,3,Very High,None,Very Bad,1,10,17,15,No
School C,Other,15,Rural,1,Apart,Primary,Primary,Service,Technology,Reputation,Mother,7,9,0,Yes,No,No,Yes,No,Yes,No,Yes,Bad,5,3,Low,High,Excellent,4,19,9,12,No
School D,Male,,Rural,4,Together,Secondary,Secondary,Unemployed,Technology,Other,Other,29,3,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Bad,3,1,Medium,Low,Excellent,0,11,19,12,No
School C,Male,17,Urban,1,Apart,None,Higher,Unemployed,Unemployed,Other,Father,32,2,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Very Bad,3,3,High,High,Good,1,16,13,12,No
School D,Female,16,Urban,,Apart,Higher,Higher,Healthcare,Education,Reputation,Father,40,4,0,Yes,No,No,No,Yes,Yes,Yes,No,Neutral,2,1,Medium,Very High,Very Bad,0,14,14,11,No
School D,Female,18,Urban,2,Together,None,Higher,Unemployed,Healthcare,Reputation,Mother,31,3,3,Yes,Yes,Yes,No,Yes,No,No,No,Excellent,2,1,High,Medium,Neutral,13,16,19,15,No
School D,Other,15,Urban,3,Together,Higher,Secondary,Service,Technology,Course,Other,9,3,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Excellent,1,5,Very High,Low,Very Bad,1,12,16,19,No
School A,Other,17,Urban,4,Apart,None,Higher,Business,Technology,Reputation,Mother,0,12,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Very Bad,4,2,High,Low,Neutral,1,10,14,15,No
School B,Male,16,Suburban,5,Together,Higher,None,Business,Service,Reputation,Father,,2,0,Yes,No,No,No,No,Yes,Yes,No,Excellent,2,4,Medium,None,Neutral,12,2,16,12,Yes
School D,Male,14,Rural,5,Together,None,Primary,Healthcare,Unemployed,Other,Father,20,2,0,Yes,No,Yes,Yes,No,Yes,No,No,Bad,2,4,None,Low,Neutral,2,15,9,13,No
School C,Other,18,Rural,7,Together,None,Secondary,Service,Technology,Other,Other,43,7,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Good,1,,None,Very High,Excellent,4,13,15,7,No
School A,Other,14,Rural,5,Together,Secondary,Primary,Business,Healthcare,Reputation,Father,0,4,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Neutral,2,3,High,Very High,Excellent,1,12,9,11,No
School B,Other,,Suburban,2,Together,Secondary,Secondary,Healthcare,Education,Reputation,Father,0,3,1,No,Yes,No,Yes,Yes,Yes,Yes,No,Bad,5,1,High,None,Very Bad,0,8,16,17,No
School A,Other,16,Suburban,8,Apart,None,Primary,Technology,Technology,Reputation,Mother,2,7,1,No,No,Yes,No,No,No,Yes,Yes,Bad,5,1,High,Low,Neutral,5,14,,10,No
School D,Female,17,Rural,4,Together,Primary,Secondary,Technology,Technology,Reputation,Other,22,3,0,No,No,Yes,Yes,No,Yes,No,Yes,Very Bad,3,1,Medium,Low,Good,6,16,10,13,No
School B,Other,16,Rural,4,Together,None,Secondary,Business,Service,Home,Other,14,6,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Excellent,3,5,None,High,Bad,4,11,18,15,No
School B,Female,16,Urban,8,Apart,Secondary,Primary,Education,Education,Home,Other,27,2,0,Yes,No,No,Yes,No,No,No,Yes,Excellent,1,,None,Very High,Neutral,2,13,13,11,No
School B,Other,15,Suburban,3,Apart,Secondary,None,Healthcare,Healthcare,Course,Other,4,5,0,No,No,No,No,Yes,Yes,No,Yes,Good,4,2,None,Very High,Excellent,2,17,14,19,No
School D,Other,18,Suburban,2,Together,Higher,None,Service,Unemployed,Course,Father,4,,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Neutral,3,5,High,Medium,Neutral,4,16,14,17,No
School A,Male,14,Urban,1,Apart,Primary,None,Business,Service,Other,Mother,2,2,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Neutral,3,1,High,Medium,Very Bad,1,12,17,9,No
School A,Male,16,Suburban,7,Apart,Secondary,Primary,Service,Service,Home,Other,23,6,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Neutral,4,1,Very High,High,Excellent,3,15,16,8,Yes
School C,Female,18,Rural,8,Apart,None,Higher,Education,Healthcare,Course,Mother,2,6,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Neutral,3,2,Very High,Low,Very Bad,0,11,15,16,No
School B,Male,15,Urban,2,Apart,None,Primary,Service,Technology,Home,Mother,5,2,0,Yes,No,No,No,Yes,Yes,No,No,Excellent,5,3,Medium,High,Very Bad,3,14,10,12,No
School C,Female,14,Rural,4,Apart,Secondary,Higher,Education,Technology,Home,Father,53,1,0,No,No,No,Yes,No,No,Yes,No,Neutral,3,4,Very High,None,Excellent,1,14,12,10,No
School B,Male,,Suburban,8,Together,Primary,Higher,Technology,Unemployed,Course,Other,5,3,0,Yes,No,No,No,No,Yes,No,Yes,Excellent,1,3,Medium,High,Very Bad,9,16,13,19,Yes
School B,Male,18,Urban,6,Together,None,Secondary,Unemployed,Service,Home,Other,2,5,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Very Bad,4,1,None,Medium,Excellent,3,14,12,19,No
School B,Other,14,Suburban,2,Together,Secondary,Primary,Education,Education,Reputation,Father,13,2,1,Yes,Yes,No,Yes,No,No,No,Yes,Good,1,4,Medium,Medium,Very Bad,0,5,9,8,Yes
School D,Other,14,Rural,4,Together,Higher,None,Unemployed,Technology,Home,Mother,1,14,0,No,Yes,No,Yes,No,Yes,Yes,No,Bad,1,3,None,Low,Neutral,6,7,15,17,No
School B,Male,16,Rural,7,Apart,Higher,None,Healthcare,Unemployed,Home,Father,0,3,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Very Bad,5,5,Medium,None,Bad,1,7,13,19,No
School C,Female,16,Rural,5,Together,Secondary,Secondary,Unemployed,Service,Course,Other,19,2,0,No,No,No,Yes,No,No,Yes,No,Excellent,2,5,None,None,Neutral,1,16,,14,Yes
School A,Male,15,Suburban,5,Together,Primary,Secondary,Technology,Service,Home,Mother,4,9,0,No,No,No,No,Yes,Yes,No,No,Very Bad,3,4,Very High,High,Good,4,13,18,15,No
School C,Other,15,Urban,6,Together,Higher,None,Healthcare,Technology,Home,Other,14,,0,No,No,No,Yes,Yes,Yes,No,Yes,Good,4,4,Very High,High,Neutral,0,16,15,19,No
School A,Female,15,Urban,8,Apart,None,Secondary,Healthcare,Technology,Other,Father,23,3,0,No,Yes,Yes,Yes,No,No,No,No,Neutral,1,4,None,None,Bad,2,,11,11,No
School A,Female,15,Rural,5,Together,Higher,Secondary,Healthcare,Healthcare,Reputation,Other,64,7,0,No,No,No,No,No,Yes,Yes,No,Bad,2,1,None,Medium,Good,5,13,12,8,No
School D,Male,15,Rural,5,Apart,Primary,Secondary,Technology,Education,Reputation,Other,5,,0,No,No,Yes,No,No,Yes,Yes,Yes,Very Bad,1,2,Low,Medium,Neutral,2,10,18,18,No
School C,Other,16,Urban,1,Together,None,Primary,Service,Education,Course,Father,,1,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,,2,Very High,High,Bad,0,15,15,13,No
School C,Other,14,Urban,7,Together,Higher,None,Education,Technology,Home,Mother,30,2,0,Yes,No,No,Yes,Yes,No,No,No,Very Bad,,4,Very High,High,Neutral,0,19,16,18,No
School D,Male,15,Rural,8,Apart,Higher,None,Unemployed,Business,Course,Mother,3,3,0,Yes,No,Yes,Yes,No,No,No,No,Very Bad,3,1,High,None,Excellent,0,14,15,12,No
School C,Other,16,Urban,8,Together,Higher,None,Business,Unemployed,Course,Other,2,6,0,Yes,Yes,No,No,Yes,Yes,Yes,No,Very Bad,5,3,Medium,None,Neutral,1,17,17,,No
School D,Male,16,Suburban,3,Together,Secondary,None,Business,Healthcare,Other,Other,30,2,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Excellent,5,,Medium,None,Neutral,1,19,16,10,No
School A,Male,,Suburban,3,Apart,None,Primary,Service,Business,Home,Other,22,4,1,No,Yes,No,No,No,Yes,No,Yes,Excellent,2,4,Medium,Medium,Bad,3,7,15,16,No
School A,Female,17,Urban,7,Together,None,Primary,Unemployed,Technology,Home,Father,23,3,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Neutral,1,,Low,Medium,Bad,0,14,10,12,No
School A,Female,14,Rural,,Apart,Higher,Primary,Technology,Unemployed,Home,Mother,60,4,1,Yes,Yes,No,No,No,No,Yes,No,Neutral,3,,None,Very High,Neutral,0,17,,19,Yes
School A,Other,15,Suburban,4,Apart,Secondary,Secondary,Unemployed,Unemployed,Course,Father,17,3,0,No,No,Yes,No,No,No,Yes,Yes,Very Bad,1,1,None,High,Excellent,0,9,12,9,Yes
School D,Female,16,Urban,5,Together,Primary,Primary,Business,Service,Other,Mother,9,0,0,No,No,No,No,Yes,No,Yes,No,Very Bad,1,4,Low,Low,Bad,7,11,13,13,No
School C,Female,14,Rural,4,Apart,None,Higher,Business,Service,Other,Other,0,1,1,No,No,Yes,No,No,No,Yes,Yes,Neutral,1,5,Very High,Very High,Good,0,10,11,18,No
School B,Other,17,Rural,3,Together,Secondary,Higher,Education,Technology,Reputation,Mother,9,1,0,Yes,Yes,No,No,Yes,Yes,No,No,Good,4,4,Very High,High,Bad,0,15,19,10,No
School B,Other,17,Urban,7,Together,Higher,Higher,Technology,Unemployed,Other,Mother,21,1,1,No,Yes,No,Yes,No,No,No,Yes,Very Bad,2,1,Very High,Very High,Bad,3,13,16,15,No
School A,Female,14,Urban,8,Apart,Higher,Higher,Healthcare,Unemployed,Home,Mother,7,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Excellent,1,3,Very High,Medium,Good,2,17,14,10,No
School B,Male,13,Urban,6,Together,Higher,Higher,Education,Service,Home,Other,27,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,1,4,Low,Medium,Very Bad,0,15,16,15,No
School B,Male,13,Rural,1,Apart,None,Higher,Unemployed,Unemployed,Home,Other,38,5,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Bad,4,5,High,Medium,Excellent,1,17,15,10,No
School C,Other,13,Rural,3,Together,Higher,None,Education,Healthcare,Course,Mother,20,3,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Bad,2,3,High,Very High,Excellent,0,15,15,19,No
School B,Male,17,Rural,4,Apart,Primary,Higher,Healthcare,Service,Reputation,Other,20,6,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Bad,5,2,Very High,Medium,Good,0,12,17,16,No
School A,Male,15,Rural,6,Together,Secondary,Primary,Business,Technology,Other,Father,5,9,0,Yes,Yes,No,Yes,No,No,No,Yes,Bad,4,5,High,High,Neutral,6,17,16,16,No
School A,Male,14,Urban,8,Together,Secondary,Primary,Healthcare,Technology,Course,Other,13,2,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bad,1,5,Low,High,Good,2,16,19,17,No
School A,Female,17,Rural,1,Apart,None,Primary,Technology,Service,Other,Father,4,3,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Neutral,1,5,High,Low,Very Bad,2,15,14,17,No
School C,Male,17,Suburban,7,Apart,None,Secondary,Business,Healthcare,Other,Mother,50,1,0,No,No,No,Yes,No,Yes,No,No,Excellent,3,5,Low,Very High,Excellent,5,12,16,12,Yes
School D,Other,15,Urban,2,Together,Higher,Primary,Healthcare,Technology,Reputation,Other,,8,0,No,Yes,No,No,No,Yes,Yes,Yes,Excellent,3,4,Very High,None,Bad,1,12,18,17,No
School B,Female,13,Rural,5,Apart,Secondary,Secondary,Education,Unemployed,Course,Mother,4,4,0,No,No,No,No,No,No,Yes,No,Bad,,3,High,High,Bad,2,14,16,18,No
School D,Female,13,Rural,7,Together,Secondary,Primary,Unemployed,Service,Reputation,Father,9,11,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Very Bad,5,4,Medium,High,Excellent,4,19,17,12,No
School B,Female,16,Rural,5,Together,Primary,Higher,Education,Business,Reputation,Mother,8,1,0,Yes,No,Yes,Yes,No,No,No,No,Very Bad,4,3,None,Medium,Bad,1,15,18,13,No
School D,Male,17,Rural,8,Apart,Higher,Secondary,Service,Business,Home,Mother,9,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Very Bad,4,5,Low,Low,Excellent,0,13,14,13,No
School B,Female,15,Urban,8,Apart,None,Higher,Education,Education,Other,Father,12,0,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Neutral,3,1,High,None,Neutral,0,13,13,13,No
School B,Other,13,Rural,5,Apart,None,Higher,Education,Technology,Home,Mother,90,2,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Neutral,5,5,Low,High,Very Bad,0,14,9,17,No
School B,Other,16,Suburban,2,Apart,None,Primary,Healthcare,Service,Course,Other,25,7,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Neutral,1,3,Medium,Very High,Very Bad,2,16,16,18,No
School C,Female,15,Urban,1,Apart,None,Secondary,Education,Education,Other,Mother,27,11,0,No,No,Yes,No,No,Yes,Yes,Yes,Very Bad,2,5,Medium,None,Very Bad,10,15,12,18,No
School A,Female,13,Urban,4,Apart,Primary,Higher,Healthcare,Unemployed,Reputation,Other,9,8,1,Yes,Yes,No,No,Yes,Yes,No,No,Neutral,2,3,Medium,High,Good,3,19,12,9,No
School A,Male,16,Suburban,3,Apart,Higher,Secondary,Business,Business,Course,Mother,,2,0,No,Yes,No,No,No,Yes,No,No,Neutral,3,4,Very High,Low,Good,2,9,14,9,Yes
School A,Female,17,Rural,3,Together,Secondary,Primary,Technology,Service,Course,Other,6,2,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Bad,3,5,High,High,Bad,4,,15,17,No
School A,Male,14,Rural,5,Apart,None,Secondary,Business,Business,Course,Other,22,5,0,No,No,No,No,Yes,Yes,No,Yes,Bad,5,3,High,Medium,Neutral,1,13,11,14,No
School C,Other,15,Suburban,6,Together,Primary,Secondary,Technology,Business,Course,Mother,7,5,0,Yes,No,No,Yes,No,Yes,No,Yes,Bad,3,4,None,Very High,Excellent,0,10,16,18,Yes
School C,Male,12,Suburban,3,Apart,None,Primary,Technology,Service,Reputation,Father,16,16,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Good,4,,Low,Low,Bad,1,15,,16,No
School C,Female,,Urban,2,Apart,Primary,Secondary,Business,Education,Home,Mother,13,,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Excellent,4,5,Very High,Medium,Very Bad,1,12,18,17,No
School C,Male,16,Urban,8,Apart,Secondary,Higher,Education,Technology,Course,Father,4,7,0,Yes,No,No,No,No,No,No,No,Good,5,2,Low,High,Neutral,0,13,12,16,No
School C,Male,19,Urban,5,Apart,Primary,Higher,Technology,Business,Course,Father,8,7,0,Yes,Yes,No,No,Yes,Yes,No,No,Excellent,4,1,Low,Medium,Excellent,9,18,17,13,No
School D,Male,14,Urban,7,Apart,Secondary,Secondary,Education,Unemployed,Home,Father,,0,0,No,No,Yes,No,No,No,Yes,No,Excellent,4,3,None,None,Excellent,0,11,15,16,Yes
School B,Male,13,Suburban,2,Apart,Primary,Secondary,Healthcare,Unemployed,Reputation,Other,,6,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Neutral,5,2,Low,Medium,Excellent,2,14,16,11,No
School A,Female,,Urban,2,Apart,Higher,Primary,Business,Technology,Other,Other,2,4,0,Yes,Yes,Yes,No,No,No,No,Yes,Excellent,4,4,Medium,Very High,Excellent,0,13,18,16,No
School D,Other,16,Urban,8,Apart,None,Higher,Healthcare,Technology,Home,Mother,3,1,0,Yes,No,No,No,Yes,Yes,No,Yes,Good,1,5,High,None,Good,6,12,12,6,No
School B,Male,17,Suburban,1,Apart,None,None,Business,Technology,Home,Other,16,5,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Good,1,3,None,None,Good,1,17,13,14,No
School C,Male,,Suburban,7,Together,Secondary,None,Technology,Service,Other,Other,62,3,0,No,Yes,Yes,No,No,Yes,No,Yes,Excellent,5,2,None,Medium,Good,0,13,19,7,No
School A,Other,18,Rural,2,Apart,Primary,Secondary,Education,Technology,Other,Mother,39,4,0,No,No,No,Yes,No,No,No,Yes,Good,2,2,Very High,High,Very Bad,1,11,17,15,No
School C,Female,14,Rural,7,Apart,Secondary,None,Business,Healthcare,Reputation,Other,19,2,0,No,No,Yes,Yes,Yes,No,Yes,No,Very Bad,2,3,Very High,Very High,Excellent,0,14,16,16,No
School D,Female,16,Rural,1,Apart,Higher,Primary,Unemployed,Healthcare,Course,Mother,68,,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Good,2,5,Very High,Medium,Very Bad,4,17,14,16,No
School D,Other,15,Suburban,8,Together,None,Secondary,Healthcare,Business,Other,Mother,,1,1,No,No,Yes,No,No,Yes,Yes,No,Excellent,1,4,Very High,Very High,Good,4,13,14,13,No
School B,Other,,Rural,6,Apart,Primary,Higher,Education,Business,Course,Other,7,6,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Neutral,3,1,Very High,None,Very Bad,1,12,15,8,No
School D,Female,15,Suburban,1,Apart,Primary,Secondary,Unemployed,Education,Home,Father,35,3,2,Yes,Yes,No,No,No,Yes,Yes,No,Neutral,3,5,Low,Very High,Excellent,3,18,12,13,No
School C,Male,14,Suburban,6,Apart,Primary,Primary,Business,Business,Reputation,Mother,122,1,0,No,No,Yes,No,No,Yes,No,Yes,Excellent,5,5,Medium,Very High,Bad,1,16,5,13,No
School C,Female,16,Suburban,7,Together,Higher,Higher,Education,Service,Home,Mother,16,1,0,No,No,Yes,No,No,No,Yes,No,Neutral,3,2,High,High,Neutral,0,15,10,17,No
School A,Male,14,Urban,3,Apart,Higher,None,Healthcare,Service,Other,Mother,4,3,0,Yes,No,Yes,No,Yes,No,No,Yes,Bad,5,1,Low,Low,Bad,4,17,7,11,No
School B,Male,,Rural,1,Apart,Secondary,None,Technology,Technology,Other,Mother,3,4,0,Yes,No,No,Yes,Yes,No,Yes,No,Very Bad,1,1,Low,Low,Bad,0,18,14,13,No
School B,Male,12,Rural,6,Together,Higher,Primary,Service,Education,Other,Father,12,1,1,No,No,No,Yes,No,No,No,Yes,Neutral,4,2,Medium,Medium,Bad,0,10,18,12,No
School C,Other,16,Urban,6,Apart,Higher,None,Education,Technology,Reputation,Father,13,1,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Neutral,2,2,Very High,Low,Very Bad,0,4,7,13,No
School C,Male,16,Rural,3,Apart,Higher,Secondary,Technology,Education,Other,Mother,19,2,0,No,Yes,Yes,No,No,No,No,No,Bad,5,4,Very High,Very High,Neutral,1,9,16,15,Yes
School B,Other,14,Suburban,2,Together,None,Higher,Service,Business,Course,Father,2,5,0,Yes,Yes,No,No,Yes,No,Yes,No,Excellent,5,5,None,Medium,Bad,1,5,14,16,No
School A,Other,12,Suburban,1,Apart,Higher,Primary,Service,Unemployed,Other,Other,4,0,0,Yes,No,Yes,Yes,No,No,Yes,No,Very Bad,3,3,High,Medium,Excellent,1,11,14,,No
School C,Other,14,Rural,4,Apart,Secondary,Higher,Technology,Business,Home,Other,4,5,0,Yes,Yes,No,No,Yes,Yes,Yes,No,Bad,4,1,Very High,High,Very Bad,0,14,17,11,No
School B,Other,17,Urban,7,Together,Higher,Higher,Technology,Healthcare,Course,Father,68,9,0,No,Yes,No,Yes,No,No,No,No,Good,5,1,Medium,Low,Very Bad,0,18,12,15,No
School D,Male,14,Urban,2,Together,Secondary,Primary,Technology,Service,Other,Other,,0,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Excellent,2,1,Low,Medium,Very Bad,0,16,15,14,No
School D,Other,19,Rural,5,Apart,Secondary,Primary,Education,Education,Home,Father,11,2,0,No,No,No,Yes,No,Yes,No,No,Excellent,2,5,Medium,Medium,Bad,0,18,16,17,Yes
School C,Other,18,Urban,,Apart,Secondary,Secondary,Technology,Service,Reputation,Father,13,1,0,No,No,No,Yes,Yes,Yes,No,Yes,Excellent,1,1,Medium,Very High,Good,0,13,15,12,Yes
School A,Male,14,Suburban,8,Apart,Higher,Higher,Education,Technology,Other,Other,5,3,0,Yes,Yes,No,No,Yes,Yes,No,No,Very Bad,2,2,None,Medium,Good,0,16,,15,No
School D,Other,17,Rural,7,Apart,Higher,Primary,Service,Business,Course,Mother,3,5,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Excellent,4,4,High,Medium,Bad,4,15,,18,No
School D,Other,16,Suburban,5,Together,Secondary,None,Unemployed,Education,Home,Mother,0,5,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Good,4,3,Medium,Very High,Very Bad,11,16,19,10,No
School A,Female,15,Suburban,5,Apart,Secondary,None,Unemployed,Business,Course,Father,45,3,0,No,No,Yes,No,No,Yes,Yes,No,Neutral,3,2,High,Medium,Neutral,0,18,15,14,No
School A,Male,13,Urban,3,Apart,Higher,Primary,Healthcare,Service,Course,Other,8,6,1,No,No,No,Yes,No,No,No,Yes,Neutral,3,3,High,None,Neutral,2,12,10,15,No
School D,Female,16,Rural,8,Together,Primary,Secondary,Unemployed,Technology,Course,Other,0,5,1,No,Yes,Yes,No,No,Yes,No,Yes,Neutral,2,3,Medium,High,Good,0,13,13,19,No
School B,Other,16,Suburban,2,Together,Higher,None,Education,Healthcare,Course,Mother,4,8,0,No,Yes,No,Yes,No,Yes,No,Yes,Excellent,3,,Medium,High,Neutral,1,17,15,18,No
School B,Other,17,Rural,1,Together,Secondary,Secondary,Healthcare,Business,Home,Other,3,4,0,Yes,Yes,Yes,No,No,No,No,No,Excellent,1,2,Medium,Low,Good,3,16,17,15,No
School C,Other,16,Urban,4,Apart,Primary,Secondary,Business,Healthcare,Other,Mother,30,,0,No,Yes,No,No,No,No,No,No,Excellent,3,1,Medium,High,Good,1,15,13,9,No
School A,Male,15,Suburban,8,Together,Higher,Higher,Technology,Education,Course,Father,42,4,0,Yes,No,Yes,No,No,Yes,No,Yes,Neutral,2,1,Medium,High,Bad,2,5,12,16,No
School D,Male,14,Suburban,3,Apart,None,None,Technology,Business,Reputation,Other,29,2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Very Bad,1,2,Low,High,Neutral,2,,16,18,No
School C,Other,15,Urban,5,Apart,None,None,Unemployed,Business,Reputation,Other,50,3,0,No,No,No,Yes,No,Yes,Yes,No,Very Bad,3,3,None,High,Neutral,2,16,15,10,Yes
School A,Other,16,Urban,7,Apart,None,None,Unemployed,Technology,Reputation,Mother,58,5,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Neutral,4,4,High,Low,Very Bad,3,14,17,11,No
School B,Female,,Suburban,1,Together,Higher,Secondary,Service,Technology,Course,Mother,6,2,1,Yes,No,No,Yes,Yes,No,No,Yes,Excellent,4,3,High,High,Good,2,13,,10,No
School A,Other,16,Rural,8,Together,None,Higher,Business,Technology,Other,Other,41,7,0,No,No,No,Yes,Yes,No,Yes,No,Good,1,3,Medium,None,Very Bad,14,18,13,13,No
